#
#
# US Geological Survey
# retrieved: 2025-10-20 13:24:22 EDT
# URL: https://nwis.waterdata.usgs.gov/nwis/inventory
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  site_tp_cd      -- Site type
#  lat_va          -- DMS latitude
#  long_va         -- DMS longitude
#  dec_lat_va      -- Decimal latitude
#  dec_long_va     -- Decimal longitude
#  coord_meth_cd   -- Latitude-longitude method
#  coord_acy_cd    -- Latitude-longitude accuracy
#  coord_datum_cd  -- Latitude-longitude datum
#  dec_coord_datum_cd -- Decimal Latitude-longitude datum
#  district_cd     -- District code
#  state_cd        -- State code
#  county_cd       -- County code
#  country_cd      -- Country code
#  land_net_ds     -- Land net location description
#  map_nm          -- Name of location map
#  map_scale_fc    -- Scale of location map
#  alt_va          -- Altitude of Gage/land surface
#  alt_meth_cd     -- Method altitude determined
#  alt_acy_va      -- Altitude accuracy
#  alt_datum_cd    -- Altitude datum
#  huc_cd          -- Hydrologic unit code
#  basin_cd        -- Drainage basin code
#  topo_cd         -- Topographic setting code
#  data_types_cd   -- Flags for the type of data collected
#  instruments_cd  -- Flags for instruments at site
#  construction_dt -- Date of first construction
#  inventory_dt    -- Date site established or inventoried
#  drain_area_va   -- Drainage area
#  contrib_drain_area_va -- Contributing drainage area
#  tz_cd           -- Mean Greenwich time offset
#  local_time_fg   -- Local standard time flag
#  reliability_cd  -- Data reliability code
#  gw_file_cd      -- Data-other GW files
#  nat_aqfr_cd     -- National aquifer code
#  aqfr_cd         -- Local aquifer code
#  aqfr_type_cd    -- Local aquifer type code
#  well_depth_va   -- Well depth
#  hole_depth_va   -- Hole depth
#  depth_src_cd    -- Source of depth data
#  project_no      -- Project number
#  rt_bol          -- Real-time data flag
#  peak_begin_date -- Peak-streamflow data begin date
#  peak_end_date   -- Peak-streamflow data end date
#  peak_count_nu   -- Peak-streamflow data count
#  qw_begin_date   -- Water-quality data begin date
#  qw_end_date     -- Water-quality data end date
#  qw_count_nu     -- Water-quality data count
#  gw_begin_date   -- Field water-level measurements begin date
#  gw_end_date     -- Field water-level measurements end date
#  gw_count_nu     -- Field water-level measurements count
#  sv_begin_date   -- Site-visit data begin date
#  sv_end_date     -- Site-visit data end date
#  sv_count_nu     -- Site-visit data count
#
#
# query started 2025-10-20 13:24:22 EDT
#
# there are 202 sites matching the search criteria.
#
#
agency_cd	site_no	station_nm	site_tp_cd	lat_va	long_va	dec_lat_va	dec_long_va	coord_meth_cd	coord_acy_cd	coord_datum_cd	dec_coord_datum_cd	district_cd	state_cd	county_cd	country_cd	land_net_ds	map_nm	map_scale_fc	alt_va	alt_meth_cd	alt_acy_va	alt_datum_cd	huc_cd	basin_cd	topo_cd	data_types_cd	instruments_cd	construction_dt	inventory_dt	drain_area_va	contrib_drain_area_va	tz_cd	local_time_fg	reliability_cd	gw_file_cd	nat_aqfr_cd	aqfr_cd	aqfr_type_cd	well_depth_va	hole_depth_va	depth_src_cd	project_no	rt_bol	peak_begin_date	peak_end_date	peak_count_nu	qw_begin_date	qw_end_date	qw_count_nu	gw_begin_date	gw_end_date	gw_count_nu	sv_begin_date	sv_end_date	sv_count_nu
USGS	365044112545501	B-40-06 26BBB	GW	365044	1125455	36.84554076	-112.91604320	M	S	NAD27	NAD83	04	04	015	US	NWNWNWS26 T40N  R06W  G	SHORT CREEK	  62500	 5070.	M	 20	NGVD29	15010009		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					MST	N	C	YYNYNNNN		231SRMP		250.	250.		KAN													
USGS	365049112502601	B-40-05 21CCD	GW	365049	1125026	36.84692980	-112.84131780	M	S	NAD27	NAD83	04	04	015	US	SESWSWS21 T40N  R05W  G	SHORT CREEK	  62500	 4875.	M	 20	NGVD29	15010003		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					MST	N	C	YYNYNNNN		231SRMP			400.		KAN	0	--	--	0	--	--	0	1976-09-06	1976-09-06	1	--	--	0
USGS	365117110155001	565525 4078822	SP	365117	1101550	36.85472196	-110.26457660	M	S	NAD27	NAD83	49	04	017	US		TSEYI-HATSOSI, AZ	  24000	 5380.	M	 20	NGVD29	14080205		S	NNNONNNNNNNNNNNNNNNNNNNNNNNNNI	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN		19980527			MST	N	C	YYYYNNNN		231SRMP					474923900	0	--	--	0	1998-05-27	1998-05-27	1	--	--	0	1954-09-29	1954-09-29	1
USGS	365138112560801	B-40-06 21AAA1	GW	365138	1125608	36.86054060	-112.93632200	M	S	NAD27	NAD83	04	04	015	US	NENENES21 T40N  R06W  G	SHORT CREEK	  62500	 5060.	M	 20	NGVD29	15010009		F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN		19760806			MST	N	C	YYNYNYNN		231SRMP		265.	265.	A	KAN	0	--	--	0	--	--	0	1976-08-06	1976-08-06	1	--	--	0
USGS	365347112444301	B-40-04 05ACC1	GW	365347	1124443	36.89637410	-112.74603750	M	S	NAD27	NAD83	04	04	015	US	SWSWNES05 T40N  R04W  G	FREDONIA	  62500	 5020.	M	 20	NGVD29	15010003		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	196911	19730426			MST	N	C	YYYYNYNN		231SRMP		99.	99.	D	KAN	0	--	--	0	1971-02-11	1971-02-11	1	1970-04-28	1970-04-28	1	--	--	0
USGS	365643112593001	B-41-07 24AAA	GW	365643	1125930	36.94526229	-112.99243680	M	S	NAD27	NAD83	04	04	015	US	NENENES24 T41N  R07W  G	SHORT CREEK	  62500	 4830.	M	 20	NGVD29	15010009		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	194704				MST	N	C	YYYYNYNN		231SRMP		212.	400.		KAN	0	--	--	0	--	--	0	1949-07-01	1949-07-01	1	--	--	0
USGS	365650110172901	08 024-02.27X03.65	GW	365650.29	1101729.55	36.94730278	-110.29154170	N	5	NAD83	NAD83	04	04	017	US	      S21 T41N  R19E  G	BOOT MESA	  24000	 5110.	N	4.3	NAVD88	14080205		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19550420				MST	N	C	YYYYNYNN		231SRMP	U	46.	46.		MNVRES	0	--	--	0	1955-04-20	1969-12-30	2	1955-04-20	2001-03-28	11	--	--	0
USGS	365650112372601	B-41-03 16CDC  UNSURV	SP	365655	1123729	36.94859680	-112.62548050	M	S	NAD27	NAD83	04	04	015	US	SWSESWS16 T41N  R03W  G	FREDONIA	  24000	 4910.	M	 10	NGVD29	15010003		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					MST	N	C	YYYYNNNN		231SRMP					KANRES	0	--	--	0	1973-04-23	1973-04-23	1	--	--	0	1973-04-23	1996-11-15	2
USGS	365654113032001	B-41-07 16CDD	SP	365654	1130320	36.94831779	-113.05632830	M	S	NAD27	NAD83	04	04	015	US	SESESWS16 T41N  R07W  G	LOST SPRING MTN	  62500	 4960.	M	 20	NGVD29	15010009		C	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					MST	N	C	YYNYNNNN		231SRMP					KAN													
USGS	365738112390801	B-41-03 18     UNSURV	SP	365738	1123908	36.96054097	-112.65298160	M	S	NAD27	NAD83	04	04	015	US	      S18 T41N  R03W  G	KAIBAB	  24000	 4925.	M	 20	NGVD29	15010003		C	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN		19961115			MST	N	C	YYYYNNNN		231SRMP					KANRES	0	--	--	0	--	--	0	--	--	0	1996-11-15	1996-11-15	1
USGS	365747112343001	B-41-03 12CCB  UNSURV	SP	365747	1123430	36.96304145	-112.57575760	M	S	NAD27	NAD83	04	04	015	US	NWSWSWS12 T41N  R03W  G	FREDONIA	  24000	 4850.	M	 10	NGVD29	15010003		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN		19961115			MST	N	C	YYYYNNNN		231SRMP					KANRES	0	--	--	0	--	--	0	--	--	0	1996-11-15	1996-11-15	1
USGS	365820112410701	B-41-04 11A    UNSURV	GW	365820	1124107	36.97220730	-112.68603840	M	S	NAD27	NAD83	04	04	015	US	    NES11 T41N  R04W  G	FREDONIA	  62500	 5260.	M	 20	NGVD29	15010003		F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	197309				MST	N	C	YYNYNNNN		231SRMP		490.	490.		KAN	0	--	--	0	1973-10-03	1973-10-03	1	1973-10-03	1973-10-03	1	--	--	0
USGS	365829112360101	B-41-03 10ABA	SP	365829	1123601	36.97470784	-112.60103640	M	S	NAD27	NAD83	04	04	015	US	NENWNES10 T41N  R03W  G	FREDONIA	  24000	 4840.	M	 10	NGVD29	15010003		C	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					MST	N	C	YYYYNNNN		231SRMP					KANRES	0	--	--	0	1973-04-23	1973-04-23	1	--	--	0	1973-04-23	1996-11-15	2
USGS	365833110175301	08 024-02.65X01.68	GW	365833	1101753	36.97583325	-110.29874340	M	M	NAD27	NAD83	04	04	017	US		BOOT MESA	  62500	 5200.	M	 20	NGVD29	14080205		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1953				MST	N	C	YYYYNYNN		231SRMP		112.	112.		MNVRES	0	--	--	0	--	--	0	1953-01-01	1953-01-01	1	--	--	0
USGS	365856112332401	B-41-02 06CBB	GW	365856	1123324	36.98220805	-112.55742460	M	S	NAD27	NAD83	04	04	015	US	NWNWSWS06 T41N  R02W  G	FREDONIA	  62500	 4805.	M	 20	NGVD29	15010003		F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19631025				MST	N	C	YYYYNNNN		231SRMP		220.	220.		KAN	0	--	--	0	1975-10-25	1975-10-25	1	1973-04-25	1973-04-25	1	--	--	0
USGS	365911112594701	B-41-07 01ABD	GW	365911	1125947	36.98637317	-112.99715970	M	S	NAD27	NAD83	04	04	015	US	SENWNES01 T41N  R07W  G	SHORT CREEK	  62500	 4920.	M	 20	NGVD29	15010009		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1976				MST	N	C	YYNYNYNN		231SRMP		450.	450.		KAN	0	--	--	0	--	--	0	1976-06-01	1976-06-01	1	--	--	0
USGS	365915112361001	B-41-03 03A  1 UNSURV	GW	365915	1123610	36.98748549	-112.60353700	M	S	NAD27	NAD83	04	04	015	US	    NES03 T41N  R03W  G	FREDONIA	  62500	 4900.	M	 20	NGVD29	15010003		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	196111				MST	N	C	YYYYNNNN		231SRMP		162.	162.		KAN	0	--	--	0	1961-11-20	1961-11-20	1	1976-08-10	1976-08-10	1	--	--	0
USGS	365928112175201	A-42-01 31DDD [JOHNSON SPRING]	SP	365928.2	1121929.5	36.99115270	-112.32561120	G	1	NAD27	NAD83	04	04	005	US	SESESES31 T42N  R01E  G	MUGGINS FLAT	  24000	 5370.	M	012	NGVD29	15010003		S	NNNONNNNNNNNNNNNNNNNNNNNNNNNNN	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	20100603	20100603			MST	N	C	YY Y		231SRMP	U				KAN	0	--	--	0	2010-06-03	2011-08-04	4	--	--	0	--	--	0
USGS	370318113361101	 (C-43-16)12ccb- 1	GW	370318	1133611	37.05498080	-113.60384630	M	F	NAD27	NAD83	49	49	053	US	NWSWSWS12 T43S  R16W  S			 2725	M	 20	NGVD29	15010010			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	195604				MST	Y	C	YNNNNYNN		231SRMP		105		O		0	--	--	0	--	--	0	1968-10-09	1970-07-28	2	--	--	0
USGS	370417113331601	 (C-43-15) 5dbd- 1	GW	370417	1133316	37.07137029	-113.55523300	M	F	NAD27	NAD83	49	49	053	US	SENWSES05 T43S  R15W  S			 2580	M	 20	NGVD29	15010009			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19671114				MST	Y	C	YNNNNYNN		231SRMP		153		D		0	--	--	0	--	--	0	1967-11-14	1970-07-28	3	--	--	0
USGS	370515113310302	 (C-42-15)34dba- 1	GW	370515	1133103	37.08748180	-113.51828700	M	F	NAD27	NAD83	49	49	053	US	NENWSES34 T42S  R15W  S	ST GEORGE	  62500	 2620.	M	 20	NGVD29	15010008	10		NANANNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1968				MST	Y	C	YNNNNNNN		231SRMP		194			464900200	0	--	--	0	--	--	0	1968-07-01	1968-07-01	1	--	--	0
USGS	370626110402001	NR013.0950X0985	SP	370626	1104020	37.10721784	-110.67291510	M	T	NAD27	NAD83	49	49	037	US		NO MANS MESA	62500	 4060.00	A	50	NGVD29	14080205		C	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNI	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					MST	Y	C	NNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	--	--	0	1958-06-23	1958-06-23	1
USGS	370640113380201	 (C-42-16)22cdd- 1	GW	370640	1133802	37.11109135	-113.63468120	M	S	NAD27	NAD83	49	49	053	US	SESESWS22 T42S  R16W  S	WHITE HILLS	  24000	 2660	M	 20	NGVD29	15010008		C	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19951019	19961024			MST	Y	C	YYYNNNNN		231SRMP		580	580	D	474923200	0	--	--	0	1996-10-24	2004-01-07	3	1996-02-05	2021-02-22	2	--	--	0
USGS	370859113013001	 (C-42-10) 7bdd- 1	GW	370859	1130130	37.14970508	-113.02577400	M	F	NAD27	NAD83	49	49	053	US	SESENWS07 T42S  R10W  S	ZION NATL PARK	  31680	 4150	M	 25	NGVD29	15010008		W	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19751204				MST	Y	C	YNNNNNNN		231SRMP		110	110	O	7464912600	0	--	--	0	1975-12-28	1975-12-28	1	1975-12-31	1975-12-31	1	--	--	0
USGS	370903113012801	 (C-42-10) 7bda-S1	SP	370903	1130128	37.15081618	-113.02521840	M	F	NAD27	NAD83	49	49	053	US	NESENWS07 T42S  R10W  S	ZION NATL PK	  31680	 4070.00	M	 25	NGVD29	15010008		W	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNI	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					MST	Y	C	NNNNNNNN		231SRMP					7464912600	0	--	--	0	--	--	0	--	--	0	1974-08-12	1974-08-12	1
USGS	370904113095601	 (C-42-12)11adb- 1	GW	370904	1130956	37.15109424	-113.16633380	M	F	NAD27	NAD83	49	49	053	US	NWSENES11 T42S  R12W  S	LAVERKIN 4NW	  24000	 5080.00	M	 20	NGVD29	15010008		F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19600721				MST	Y	C	YNNNNNNN		231SRMP		161	170		7464912600	0	--	--	0	--	--	0	1977-11-17	1977-11-17	1	--	--	0
USGS	370910113095601	 (C-42-12)11aac- 1	GW	370910	1130956	37.15276089	-113.16633380	M	F	NAD27	NAD83	49	49	053	US	SWNENES11 T42S  R12W  S	LAVERKIN 4NW	  24000	 5080.00	M	 20	NGVD29	15010008		F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19770101				MST	Y	C	YNNNNNNN		231SRMP		163	178		7464912600	0	--	--	0	--	--	0	1977-11-17	1977-11-17	1	--	--	0
USGS	370919110335501	NR013.0359X0654	SP	370919	1103355	37.15527290	-110.56597010	M	T	NAD27	NAD83	49	49	037	US		NO MANS MESA	62500	 3830.00	M	40	NGVD29	14080205		C	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					MST	Y	C	NNNNNNNN		231SRMP					1464915400													
USGS	370920113012501	 (C-42-10) 7acb- 1	GW	370920	1130125	37.15553836	-113.02438500	M	F	NAD27	NAD83	49	49	053	US	NWSWNES07 T42S  R10W  S	ZION NATL PK	  31680	 4100.00	M	 25	NGVD29	15010008		W	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19710608				MST	Y	C	YNNNNNNN		231SRMP		90.0	90.0		7464912600	0	--	--	0	--	--	0	1971-06-10	1971-06-10	1	--	--	0
USGS	370935113100501	 (C-42-12) 2dcd- 1	GW	370935	1131005	37.15970529	-113.16883390	M	F	NAD27	NAD83	49	49	053	US	SESWSES02 T42S  R12W  S	LAVERKIN 4NW	  24000	 5000.00	M	 20	NGVD29	15010008		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19770310				MST	Y	C	NNNNNNNN		231SRMP		610		O	7464912600	0	--	--	0	1977-11-17	1977-11-17	1	--	--	0	--	--	0
USGS	370937110335301	NR013.0356X0619	SP	370937	1103353	37.16027287	-110.56541460	M	T	NAD27	NAD83	49	49	037	US		NO MANS MESA	62500	 3850.00	M	40	NGVD29	14080205		C	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNI	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					MST	Y	C	NNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	--	--	0	1957-11-23	1957-11-23	1
USGS	371109110332501	 (D-41-12)35bbb-S1	SP	371109	1103325	37.18582818	-110.55763700	M	T	NAD27	NAD83	49	49	037	US		NO MANS MESA	62500	 3710.00	M	40	NGVD29	14080205		C	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNI	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					MST	Y	C	NNNNNNNN		231SRMP					1464915400	0	--	--	0	1957-11-23	1957-11-23	1	--	--	0	1957-11-20	1957-11-20	1
USGS	371113110332801	 (D-41-12)26ccc- 1	GW	371113	1103328	37.18693927	-110.55847040	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	62500	 3745.00	A	50	NGVD29	14080205		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-11-25	1957-11-25	1	--	--	0
USGS	371118110335401	 (D-41-12)27dca- 1	GW	371118	1103354	37.18832810	-110.56569270	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	62500	 3720.00	A	50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-11-25	1957-11-25	1	--	--	0
USGS	371118110340601	 (D-41-12)27cda- 1	GW	371118	1103406	37.18832810	-110.56902600	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3740.00	A	 50	NGVD29	14080205		W	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-11-25	1957-11-25	1	--	--	0
USGS	371119110340001	 (D-41-12)27dcb- 1	GW	371119	1103400	37.18860590	-110.56735940	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3725.00	A	 50	NGVD29	14080205		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-11-25	1957-11-25	1	--	--	0
USGS	371120110334901	NR013.0350X0422	SP	371120	1103349	37.18888369	-110.56430380	M	S	NAD27	NAD83	49	49	037	US		NO MANS MESA	62500	 3675.00	M	40	NGVD29	14080205		C	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNI	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					MST	Y	C	NNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	--	--	0	1957-11-25	1957-11-25	1
USGS	371124110340501	 (D-41-12)27cad- 1	GW	371124	1103405	37.18999478	-110.56874830	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3710.00	A	 50	NGVD29	14080205		H	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-11-25	1957-11-25	1	--	--	0
USGS	371127110335501	 (D-41-12)27dbc- 1	GW	371127	1103355	37.19082810	-110.56597050	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3705.00	A	 50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-11	1957-12-11	1	--	--	0
USGS	371130110334901	 (D-41-12)27dbd- 1	GW	371130	1103349	37.19166140	-110.56430380	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3730.00	A	 50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-11	1957-12-11	1	--	--	0
USGS	371131110334301	 (D-41-12)27dab- 4	GW	371131	1103343	37.19193920	-110.56263710	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3740.00	A	 50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-11	1957-12-11	1	--	--	0
USGS	371131110334601	 (D-41-12)27dab- 3	GW	371131	1103346	37.19193920	-110.56347050	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3710.00	A	 50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-11	1957-12-11	1	--	--	0
USGS	371132110334201	 (D-41-12)27dab- 5	GW	371132	1103342	37.19221699	-110.56235940	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3735.00	A	 50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-11	1957-12-11	1	--	--	0
USGS	371134110340801	 (D-41-12)27caa- 1	GW	371134	1103408	37.19277250	-110.56958170	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3720.00	A	 50	NGVD29	14080205		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-11-25	1957-11-25	1	--	--	0
USGS	371135110334101	 (D-41-12)27dab- 6	GW	371135	1103341	37.19305030	-110.56208160	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3720.00	A	 50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-11	1957-12-11	1	--	--	0
USGS	371135110334701	 (D-41-12)27dba- 1	GW	371135	1103347	37.19305030	-110.56374830	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3705.00	A	 50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-11	1957-12-11	1	--	--	0
USGS	371136110334401	 (D-41-12)27dab- 2	GW	371136	1103344	37.19332809	-110.56291490	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3710.00	A	 50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-11	1957-12-11	1	--	--	0
USGS	371136110341101	 (D-41-12)27cab- 1	GW	371136	1103411	37.19332807	-110.57041500	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3710.00	A	 50	NGVD29	14080205		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-11-25	1957-11-25	1	--	--	0
USGS	371137110334201	 (D-41-12)27dab- 1	GW	371137	1103342	37.19360586	-110.56235940	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3715.00	A	 50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-11	1957-12-11	1	--	--	0
USGS	371138110332901	 (D-41-12)26bcc- 1	GW	371138	1103329	37.19388365	-110.55874820	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3770.00	A	 50	NGVD29	14080205		H	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-11	1957-12-11	1	--	--	0
