"SampleID","OrganizationIdentifier","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","HydrologicCondition","HydrologicEvent","SampleCollectionMethodMethodIdentifier","SampleCollectionMethodIdentifierContext","SampleCollectionMethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasureMeasureUnitCode","ProviderName","SiteID","OrganizationIdentifier.2","OrganizationFormalName","MonitoringLocationIdentifier.2","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","LatitudeMeasure","LongitudeMeasure","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","Elevation","ElevationUnitCode","ElevationCollectionMethodName","CountryCode","StateCode","CountyCode","Built","WellDepthMeasureValue","WellDepthMeasureUnitCode","WellHoleDepthMeasureValue","WellHoleDepthMeasureUnitCode","ProviderName.2","sampletime"
3584102,"USGS-CO","nwisco.01.97501846","Sample-Routine","Water","Groundwater","1975-03-19 00:00:00","NULL","Organization other than U.S. Geological Survey","USGS-370400107243100","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",246383,"USGS-CO","USGS Colorado Water Science Center","USGS-370400107243100","NB03300532AAB","Well","NULL",37.06667147,-107.409215,"Interpolated from MAP.","NAD83","6110","feet","Interpolated from topographic map.","US",8,7,"1973","60","feet","NULL","NULL","NWIS",1975-03-19
3584073,"USGS-CO","nwisco.01.97501847","Sample-Routine","Water","Groundwater","1975-06-09 00:00:00","NULL","Organization other than U.S. Geological Survey","USGS-370416107243700","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",246384,"USGS-CO","USGS Colorado Water Science Center","USGS-370416107243700","NB03300529DDB","Well","NULL",37.07111587,-107.4108818,"Interpolated from MAP.","NAD83","6122","feet","Interpolated from topographic map.","US",8,7,"1957","33","feet","NULL","NULL","NWIS",1975-06-09
3582871,"USGS-CO","nwisco.01.97602699","Sample-Routine","Water","Groundwater","1975-10-25 00:00:00","NULL","Organization other than U.S. Geological Survey","USGS-370425107044900","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",246385,"USGS-CO","USGS Colorado Water Science Center","USGS-370425107044900","NB03300228CBB","Well","NULL",37.0736185,-107.0808728,"Interpolated from MAP.","NAD83","6480","feet","Interpolated from topographic map.","US",8,7,"1966","50","feet","NULL","NULL","NWIS",1975-10-25
3583566,"USGS-CO","nwisco.01.97501849","Sample-Routine","Water","Groundwater","1975-05-10 00:00:00","NULL","Organization other than U.S. Geological Survey","USGS-370433107241400","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",246386,"USGS-CO","USGS Colorado Water Science Center","USGS-370433107241400","NB03300528BCD","Well","NULL",37.07583807,-107.4044928,"Interpolated from MAP.","NAD83","6140","feet","Interpolated from topographic map.","US",8,7,"1971","48","feet","NULL","NULL","NWIS",1975-05-10
3583107,"USGS-CO","nwisco.01.97602707","Sample-Routine","Water","Groundwater","1975-10-22 00:00:00","NULL","Organization other than U.S. Geological Survey","USGS-370520107030600","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",1,"µg/L","NWIS",246388,"USGS-CO","USGS Colorado Water Science Center","USGS-370520107030600","NB03300222DBA","Well","NULL",37.08889648,-107.052261,"Interpolated from MAP.","NAD83","6555","feet","Interpolated from topographic map.","US",8,7,"1967","12","feet","NULL","NULL","NWIS",1975-10-22
3582668,"USGS-CO","nwisco.01.97501850","Sample-Routine","Water","Groundwater","1975-03-27 00:00:00","NULL","Organization other than U.S. Geological Survey","USGS-370537107233600","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",246389,"USGS-CO","USGS Colorado Water Science Center","USGS-370537107233600","NB03300521ACA","Well","NULL",37.0936157,-107.393937,"Interpolated from MAP.","NAD83","6160","feet","Interpolated from topographic map.","US",8,7,"1970","50","feet","NULL","NULL","NWIS",1975-03-27
3583835,"USGS-CO","nwisco.01.97501851","Sample-Routine","Water","Groundwater","1975-06-03 00:00:00","NULL","Organization other than U.S. Geological Survey","USGS-370537107234200","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",246390,"USGS-CO","USGS Colorado Water Science Center","USGS-370537107234200","NB03300521ACB DH 1 DRILL LINE 3","Well","NULL",37.0936157,-107.3956038,"Interpolated from MAP.","NAD83","NULL","NULL","NULL","US",8,7,"NULL","NULL","NULL","NULL","NULL","NWIS",1975-06-03
3582697,"USGS-CO","nwisco.01.97602709","Sample-Routine","Water","Groundwater","1975-10-21 00:00:00","NULL","Organization other than U.S. Geological Survey","USGS-370540107025400","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",246391,"USGS-CO","USGS Colorado Water Science Center","USGS-370540107025400","NB03300222AAA","Well","NULL",37.09445199,-107.0489277,"Interpolated from MAP.","NAD83","6565","feet","Interpolated from topographic map.","US",8,7,"1964","42","feet","NULL","NULL","NWIS",1975-10-21
3583443,"USGS-CO","nwisco.01.97602716","Sample-Routine","Water","Groundwater","1975-10-27 00:00:00","NULL","Organization other than U.S. Geological Survey","USGS-370630107104000","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",2,"µg/L","NWIS",246394,"USGS-CO","USGS Colorado Water Science Center","USGS-370630107104000","NB03300316ABD","Well","NULL",37.1083389,-107.1783755,"Interpolated from MAP.","NAD83","6720","feet","Interpolated from topographic map.","US",8,7,"1970","72","feet","NULL","NULL","NWIS",1975-10-27
3582934,"USGS-CO","nwisco.01.97602719","Sample-Routine","Water","Groundwater","1975-10-21 00:00:00","NULL","Organization other than U.S. Geological Survey","USGS-370639107023800","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",1,"µg/L","NWIS",246395,"USGS-CO","USGS Colorado Water Science Center","USGS-370639107023800","NB03300214BBB","Well","NULL",37.11084069,-107.0444833,"Interpolated from MAP.","NAD83","6580","feet","Interpolated from topographic map.","US",8,7,"1964","28","feet","NULL","NULL","NWIS",1975-10-21
3583201,"USGS-CO","nwisco.01.97501860","Sample-Routine","Water","Groundwater","1975-05-13 00:00:00","NULL","Organization other than U.S. Geological Survey","USGS-370744107214000","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",246399,"USGS-CO","USGS Colorado Water Science Center","USGS-370744107214000","NB03300502CDA","Well","NULL",37.1288932,-107.3617143,"Interpolated from MAP.","NAD83","6275","feet","Interpolated from topographic map.","US",8,7,"1900","21","feet","NULL","NULL","NWIS",1975-05-13
3583953,"USGS-CO","nwisco.01.97501861","Sample-Routine","Water","Groundwater","1975-06-04 00:00:00","NULL","Organization other than U.S. Geological Survey","USGS-370749107214300","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",1,"µg/L","NWIS",246400,"USGS-CO","USGS Colorado Water Science Center","USGS-370749107214300","NB03300502CAD DH 1 DRILL LINE 1","Well","NULL",37.13028207,-107.3625476,"Interpolated from MAP.","NAD83","NULL","NULL","NULL","US",8,7,"NULL","NULL","NULL","NULL","NULL","NWIS",1975-06-04
3583231,"USGS-CO","nwisco.01.97501876","Sample-Routine","Water","Groundwater","1975-05-06 00:00:00","NULL","Organization other than U.S. Geological Survey","USGS-370835107210600","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",246406,"USGS-CO","USGS Colorado Water Science Center","USGS-370835107210600","NB03400536CCB","Well","NULL",37.1430597,-107.3522697,"Interpolated from MAP.","NAD83","6315","feet","Interpolated from topographic map.","US",8,7,"1971","80","feet","NULL","NULL","NWIS",1975-05-06
3583384,"USGS-CO","nwisco.01.97602735","Sample-Routine","Water","Groundwater","1975-10-27 00:00:00","NULL","Organization other than U.S. Geological Survey","USGS-370908107092900","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",246410,"USGS-CO","USGS Colorado Water Science Center","USGS-370908107092900","NB03400327ADC","Well","NULL",37.15222744,-107.1586532,"Interpolated from MAP.","NAD83","7060","feet","Interpolated from topographic map.","US",8,7,"1965","40","feet","NULL","NULL","NWIS",1975-10-27
3584872,"USGS-CO","nwisco.01.98303512","Sample-Routine","Water","Groundwater","1983-07-27 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-370924107170701","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",246411,"USGS-CO","USGS Colorado Water Science Center","USGS-370924107170701","NB03400428DCD1 USGS 370924107170701","Well","NULL",37.15667066,-107.2858789,"Interpolated from MAP.","NAD83","NULL","NULL","NULL","US",8,7,"NULL","NULL","NULL","NULL","NULL","NWIS",1983-07-27
3584942,"USGS-CO","nwisco.01.98404755","Sample-Routine","Water","Groundwater","1984-08-14 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-370926107171701","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",246413,"USGS-CO","USGS Colorado Water Science Center","USGS-370926107171701","NB03400428DCB1","Well","NULL",37.1572262,-107.2886568,"Interpolated from MAP.","NAD83","6760","feet","Interpolated from topographic map.","US",8,7,"1941","NULL","NULL","NULL","NULL","NWIS",1984-08-14
3584455,"USGS-CO","nwisco.01.98404756","Sample-Routine","Water","Groundwater","1983-11-08 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-370933107185701","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",246416,"USGS-CO","USGS Colorado Water Science Center","USGS-370933107185701","NB03400429CBB2 USGS 370933107185701","Well","NULL",37.1616706,-107.3158799,"Interpolated from MAP.","NAD83","6491","feet","Level or other surveyed method.","US",8,7,"1983","67","feet","99","feet","NWIS",1983-11-08
3584721,"USGS-CO","nwisco.01.98303513","Sample-Routine","Water","Groundwater","1983-07-15 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-370938107185401","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",246419,"USGS-CO","USGS Colorado Water Science Center","USGS-370938107185401","NB03400429CBB1","Well","NULL",37.1608373,-107.3144909,"Interpolated from MAP.","NAD83","6490","feet","Interpolated from topographic map.","US",8,7,"NULL","47","feet","47","feet","NWIS",1983-07-15
3584643,"USGS-CO","nwisco.01.98303514","Sample-Routine","Water","Groundwater","1983-07-27 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-370939107190401","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",246421,"USGS-CO","USGS Colorado Water Science Center","USGS-370939107190401","NB03400430DAA1","Well","NULL",37.1608373,-107.3183799,"Interpolated from MAP.","NAD83","6572","feet","Interpolated from topographic map.","US",8,7,"NULL","124","feet","124","feet","NWIS",1983-07-27
3584314,"USGS-CO","nwisco.01.98303515","Sample-Routine","Water","Groundwater","1983-07-19 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-370939107192701","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",3,"µg/L","NWIS",246422,"USGS-CO","USGS Colorado Water Science Center","USGS-370939107192701","NB03400430DBB1","Well","NULL",37.1608373,-107.324769,"Interpolated from MAP.","NAD83","6405","feet","Interpolated from topographic map.","US",8,7,"NULL","7.1","feet","7.1","feet","NWIS",1983-07-19
3584243,"USGS-CO","nwisco.01.98303516","Sample-Routine","Water","Groundwater","1983-07-20 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-370940107192301","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",1,"µg/L","NWIS",246423,"USGS-CO","USGS Colorado Water Science Center","USGS-370940107192301","NB03400430DBA1","Well","NULL",37.16111509,-107.3236579,"Interpolated from MAP.","NAD83","6405","feet","Interpolated from topographic map.","US",8,7,"NULL","7.3","feet","7.3","feet","NWIS",1983-07-20
3584760,"USGS-CO","nwisco.01.98404758","Sample-Routine","Water","Groundwater","1983-11-08 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-370941107185101","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",2,"µg/L","NWIS",246425,"USGS-CO","USGS Colorado Water Science Center","USGS-370941107185101","NB03400429CBB3","Well","NULL",37.16139285,-107.3144909,"Interpolated from MAP.","NAD83","6497","feet","Level or other surveyed method.","US",8,7,"1983","58","feet","60","feet","NWIS",1983-11-08
3584534,"USGS-CO","nwisco.01.98303518","Sample-Routine","Water","Groundwater","1983-07-22 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-370943107192601","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",246428,"USGS-CO","USGS Colorado Water Science Center","USGS-370943107192601","NB03400430DBB2","Well","NULL",37.1619484,-107.3244913,"Interpolated from MAP.","NAD83","6467","feet","Interpolated from topographic map.","US",8,7,"1981","140","feet","140","feet","NWIS",1983-07-22
3584683,"USGS-CO","nwisco.01.98303519","Sample-Routine","Water","Groundwater","1983-08-16 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-370946107172401","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",246429,"USGS-CO","USGS Colorado Water Science Center","USGS-370946107172401","NB03400428BDD2","Spring","NULL",37.1627817,-107.2906013,"Interpolated from MAP.","NAD83","6650","feet","Interpolated from topographic map.","US",8,7,"NULL","NULL","NULL","NULL","NULL","NWIS",1983-08-16
3584350,"USGS-CO","nwisco.01.98303520","Sample-Routine","Water","Groundwater","1983-07-19 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-370946107172501","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",1,"µg/L","NWIS",246430,"USGS-CO","USGS Colorado Water Science Center","USGS-370946107172501","NB03400428BDD1 USGS 370946107172501","Well","NULL",37.1627817,-107.2908791,"Interpolated from MAP.","NAD83","6670","feet","Interpolated from topographic map.","US",8,7,"NULL","6.3","feet","6.5","feet","NWIS",1983-07-19
3584796,"USGS-CO","nwisco.01.98303521","Sample-Routine","Water","Groundwater","1983-08-16 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-370947107182301","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",1,"µg/L","NWIS",246432,"USGS-CO","USGS Colorado Water Science Center","USGS-370947107182301","NB03400429ACC1","Well","NULL",37.16305949,-107.3069907,"Interpolated from MAP.","NAD83","6490","feet","Interpolated from topographic map.","US",8,7,"1972","59","feet","60","feet","NWIS",1983-08-16
3584571,"USGS-CO","nwisco.01.98303522","Sample-Routine","Water","Groundwater","1983-08-22 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-370947107192501","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",246433,"USGS-CO","USGS Colorado Water Science Center","USGS-370947107192501","NB03400430ACC1","Well","NULL",37.1630595,-107.3242135,"Interpolated from MAP.","NAD83","6472","feet","Interpolated from topographic map.","US",8,7,"1981","113","feet","127","feet","NWIS",1983-08-22
3584278,"USGS-CO","nwisco.01.98303524","Sample-Routine","Water","Groundwater","1983-07-19 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-370950107185501","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",246435,"USGS-CO","USGS Colorado Water Science Center","USGS-370950107185501","NB03400430ADD1","Well","NULL",37.1638928,-107.3158799,"Interpolated from MAP.","NAD83","6452","feet","Interpolated from topographic map.","US",8,7,"NULL","9.6","feet","9.6","feet","NWIS",1983-07-19
3584420,"USGS-CO","nwisco.01.98303525","Sample-Routine","Water","Groundwater","1983-07-20 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-370950107192101","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",5,"µg/L","NWIS",246436,"USGS-CO","USGS Colorado Water Science Center","USGS-370950107192101","NB03400430ACD1","Well","NULL",37.1638928,-107.3231023,"Interpolated from MAP.","NAD83","6415","feet","Interpolated from topographic map.","US",8,7,"NULL","12","feet","12","feet","NWIS",1983-07-20
3584495,"USGS-CO","nwisco.01.98303526","Sample-Routine","Water","Groundwater","1983-07-15 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-370953107190301","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",1,"µg/L","NWIS",246437,"USGS-CO","USGS Colorado Water Science Center","USGS-370953107190301","NB03400430ADC1","Well","NULL",37.16472616,-107.3203245,"Interpolated from MAP.","NAD83","6412","feet","Interpolated from topographic map.","US",8,7,"NULL","45.9","feet","45.9","feet","NWIS",1983-07-15
3584385,"USGS-CO","nwisco.01.98303527","Sample-Routine","Water","Groundwater","1983-07-15 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-370953107190302","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",1,"µg/L","NWIS",246438,"USGS-CO","USGS Colorado Water Science Center","USGS-370953107190302","NB03400430ADC2","Well","NULL",37.16472615,-107.3200467,"Interpolated from MAP.","NAD83","6412","feet","Interpolated from topographic map.","US",8,7,"NULL","12","feet","NULL","NULL","NWIS",1983-07-15
3584836,"USGS-CO","nwisco.01.98404762","Sample-Routine","Water","Groundwater","1983-11-08 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-371019107193101","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",1,"µg/L","NWIS",246441,"USGS-CO","USGS Colorado Water Science Center","USGS-371019107193101","NB03400430ABB1","Well","NULL",37.16778168,-107.324769,"Interpolated from MAP.","NAD83","6707","feet","Level or other surveyed method.","US",8,7,"1983","206","feet","230","feet","NWIS",1983-11-08
3584140,"USGS-CO","nwisco.01.97602745","Sample-Routine","Water","Groundwater","1975-11-10 00:00:00","NULL","Organization other than U.S. Geological Survey","USGS-371029107101000","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",1,"µg/L","NWIS",246443,"USGS-CO","USGS Colorado Water Science Center","USGS-371029107101000","NB03400322CBC","Well","NULL",37.17472698,-107.1700426,"Interpolated from MAP.","NAD83","7120","feet","Interpolated from topographic map.","US",8,7,"1975","200","feet","NULL","NULL","NWIS",1975-11-10
3584907,"USGS-CO","nwisco.01.98404765","Sample-Routine","Water","Groundwater","1984-08-15 00:00:00","NULL","U.S. Geological Survey-Water Resources Discipline","USGS-371055107242801","NULL","Stable, low stage","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",1,"µg/L","NWIS",246445,"USGS-CO","USGS Colorado Water Science Center","USGS-371055107242801","NB03400520AAD1","Spring","NULL",37.1819483,-107.408383,"Interpolated from MAP.","NAD83","7280","feet","Interpolated from topographic map.","US",8,7,"NULL","NULL","NULL","NULL","NULL","NWIS",1984-08-15
3583806,"USGS-CO","nwisco.01.97602749","Sample-Routine","Water","Groundwater","1975-10-28 00:00:00","NULL","Organization other than U.S. Geological Survey","USGS-371059107112200","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",246446,"USGS-CO","USGS Colorado Water Science Center","USGS-371059107112200","NB03400321BBB","Well","NULL",37.18305995,-107.1900432,"Interpolated from MAP.","NAD83","7190","feet","Interpolated from topographic map.","US",8,7,"1930","10","feet","NULL","NULL","NWIS",1975-10-28
3584169,"USGS-CO","nwisco.01.97602751","Sample-Routine","Water","Groundwater","1976-08-18 00:00:00","NULL","NULL","USGS-371126106593600","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",18,"µg/L","NWIS",246447,"USGS-CO","USGS Colorado Water Science Center","USGS-371126106593600","EOFF ARTESIAN WELL","Well","NULL",37.19056225,-106.9939271,"Interpolated from MAP.","NAD83","NULL","NULL","NULL","US",8,7,"NULL","NULL","NULL","NULL","NULL","NWIS",1976-08-18
3582549,"USGS-CO","nwisco.01.97401760","Sample-Routine","Water","Groundwater","1974-09-10 00:00:00","NULL","NULL","USGS-371142107032600","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",1,"µg/L","NWIS",246448,"USGS-CO","USGS Colorado Water Science Center","USGS-371142107032600","NB03400215BDA USGS 371142107032600","Well","NULL",37.19500586,-107.0578177,"Interpolated from MAP.","NAD83","NULL","NULL","NULL","US",8,7,"NULL","NULL","NULL","NULL","NULL","NWIS",1974-09-10
3582811,"USGS-CO","nwisco.01.97501908","Sample-Routine","Water","Groundwater","1975-05-06 00:00:00","NULL","Organization other than U.S. Geological Survey","USGS-371144107160100","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",246449,"USGS-CO","USGS Colorado Water Science Center","USGS-371144107160100","NB03400415UACA CAPOTE LAKE DH3","Well","NULL",37.19555906,-107.2675454,"Interpolated from MAP.","NAD83","NULL","NULL","NULL","US",8,7,"NULL","NULL","NULL","NULL","NULL","NWIS",1975-05-06
3582840,"USGS-CO","nwisco.01.97501912","Sample-Routine","Water","Groundwater","1975-05-07 00:00:00","NULL","Organization other than U.S. Geological Survey","USGS-371201107152700","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",246452,"USGS-CO","USGS Colorado Water Science Center","USGS-371201107152700","NB03400411UCCD","Well","NULL",37.2002812,-107.2581007,"Interpolated from MAP.","NAD83","6620","feet","Interpolated from topographic map.","US",8,7,"NULL","91","feet","NULL","NULL","NWIS",1975-05-07
3583719,"USGS-CO","nwisco.01.97501915","Sample-Routine","Water","Groundwater","1975-05-06 00:00:00","NULL","Organization other than U.S. Geological Survey","USGS-371205107154400","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",2,"µg/L","NWIS",246453,"USGS-CO","USGS Colorado Water Science Center","USGS-371205107154400","NB03400410UDDA","Well","NULL",37.2013923,-107.262823,"Interpolated from MAP.","NAD83","6624","feet","Interpolated from topographic map.","US",8,7,"NULL","56","feet","NULL","NULL","NWIS",1975-05-06
3583864,"USGS-CO","nwisco.01.97501918","Sample-Routine","Water","Groundwater","1975-05-10 00:00:00","NULL","Organization other than U.S. Geological Survey","USGS-371214107153800","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",246454,"USGS-CO","USGS Colorado Water Science Center","USGS-371214107153800","NB03400411UCBC","Well","NULL",37.20389228,-107.2611564,"Interpolated from MAP.","NAD83","6680","feet","Interpolated from topographic map.","US",8,7,"NULL","56","feet","NULL","NULL","NWIS",1975-05-10
3583982,"USGS-CO","nwisco.01.97501919","Sample-Routine","Water","Groundwater","1975-05-10 00:00:00","NULL","Organization other than U.S. Geological Survey","USGS-371214107155400","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",2,"µg/L","NWIS",246455,"USGS-CO","USGS Colorado Water Science Center","USGS-371214107155400","NB03400410UDAC CAPOTE LAKE DH2","Well","NULL",37.20389229,-107.265601,"Interpolated from MAP.","NAD83","NULL","NULL","NULL","US",8,7,"NULL","NULL","NULL","NULL","NULL","NWIS",1975-05-10
3583289,"USGS-CO","nwisco.01.97501920","Sample-Routine","Water","Groundwater","1975-05-13 00:00:00","NULL","Organization other than U.S. Geological Survey","USGS-371214107190600","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",246456,"USGS-CO","USGS Colorado Water Science Center","USGS-371214107190600","NB03400407UDAC","Well","NULL",37.2038924,-107.318936,"Interpolated from MAP.","NAD83","6630","feet","Interpolated from topographic map.","US",8,7,"1958","171","feet","NULL","NULL","NWIS",1975-05-13
3583631,"USGS-CO","nwisco.01.97501922","Sample-Routine","Water","Groundwater","1975-05-10 00:00:00","NULL","Organization other than U.S. Geological Survey","USGS-371220107153500","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",1,"µg/L","NWIS",246457,"USGS-CO","USGS Colorado Water Science Center","USGS-371220107153500","NB03400411UCBB CAPOTE LAKE DH1","Well","NULL",37.2055589,-107.260323,"Interpolated from MAP.","NAD83","NULL","NULL","NULL","US",8,7,"NULL","NULL","NULL","NULL","NULL","NWIS",1975-05-10
3582964,"USGS-CO","nwisco.01.97602777","Sample-Routine","Water","Groundwater","1975-10-28 00:00:00","NULL","Organization other than U.S. Geological Survey","USGS-371327107105400","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",246465,"USGS-CO","USGS Colorado Water Science Center","USGS-371327107105400","NB03400311CCD","Well","NULL",37.2241706,-107.1822656,"Interpolated from MAP.","NAD83","7100","feet","Interpolated from topographic map.","US",8,7,"1972","140","feet","NULL","NULL","NWIS",1975-10-28
3585134,"USGS-CO","nwisco.01.01703128","Sample-Routine","Water","Groundwater","2017-07-12 00:00:00","National Water Quality Assessment Program (NAWQA)","USGS - Colorado Water Science Center","USGS-371416107105101","L-1950292 Numerical result and or metadata revised; see NWQL Technical Memorandum 2022.01","Not applicable","Not applicable","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",0.17,"µg/L","NWIS",246469,"USGS-CO","USGS Colorado Water Science Center","USGS-371416107105101","NB03400302CC","Well","NULL",37.23777778,-107.1808333,"Interpolated from Digital MAP.","NAD83","6913","feet","Interpolated from Digital Elevation Model","US",8,7,"2009","720","feet","720","feet","NWIS",2017-07-12
3582461,"USGS-CO","nwisco.01.97401786","Sample-Routine","Water","Groundwater","1974-09-10 00:00:00","NULL","NULL","USGS-371519107044500","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","Not Detected","As","Dissolved",0,"µg/L","NWIS",246473,"USGS-CO","USGS Colorado Water Science Center","USGS-371519107044500","NB03500220DBB","Well","NULL",37.25528254,-107.0797632,"Interpolated from MAP.","NAD83","7524","feet","Interpolated from topographic map.","US",8,7,"NULL","200","feet","NULL","NULL","NWIS",1974-09-10
3582728,"USGS-CO","nwisco.01.97501951","Sample-Routine","Water","Groundwater","1975-08-13 00:00:00","NULL","NULL","USGS-371551107003500","NULL","Not determined","Routine sample","USGS","USGS","USGS","Unknown","NULL","As","Dissolved",80,"µg/L","NWIS",246476,"USGS-CO","USGS Colorado Water Science Center","USGS-371551107003500","PAGOSA SPA HOT WATER WELL","Well","NULL",37.26417226,-107.0103172,"Interpolated from MAP.","NAD83","NULL","NULL","NULL","US",8,7,"NULL","NULL","NULL","NULL","NULL","NWIS",1975-08-13
